./waveform-5000.arff
ga
41
3000
Genetic Algorithm

Error results
---------------------------
2349.196, 30.599999999999998%
2755.114, 43.72%
1639.495, 33.26%
2380.483, 26.939999999999998%
2327.959, 37.38%
1705.288, 34.68%
1687.456, 32.940000000000005%
1674.678, 38.0%
1761.007, 34.28%
1628.641, 34.300000000000004%
1644.688, 35.9%
1748.301, 33.160000000000004%
1566.358, 39.82%
1523.159, 34.62%
1637.651, 33.1%
1602.917, 33.46%
1887.544, 33.76%
1582.981, 33.6%
1667.648, 40.22%
1699.750, 35.38%
1646.380, 32.64%
1485.952, 41.38%
1718.983, 36.16%
1588.861, 32.66%
1638.889, 32.36%
1590.835, 39.62%
1715.340, 42.18%
1520.720, 34.58%
1507.065, 38.36%
1622.083, 33.82%
1556.058, 33.18%
1699.095, 35.3%
1576.404, 34.5%
1771.742, 37.68%
2415.516, 49.4%
1625.884, 30.819999999999997%
1618.607, 33.94%
1719.134, 33.62%
1631.845, 33.800000000000004%
1649.089, 32.46%
1685.534, 32.96%
1584.912, 32.92%
1618.851, 33.86%
1569.460, 37.7%
1492.794, 34.839999999999996%
1584.663, 37.68%
1581.064, 36.24%
1571.936, 33.22%
1576.111, 36.5%
1603.394, 35.64%
1563.452, 35.02%
1644.125, 33.62%
1558.762, 34.36%
1713.695, 34.8%
1533.752, 33.5%
1488.523, 35.160000000000004%
1576.203, 34.08%
1573.209, 33.2%
1601.002, 32.76%
1513.146, 33.78%
1640.256, 33.339999999999996%
1571.241, 36.54%
1486.730, 36.22%
1616.276, 36.76%
1494.972, 35.699999999999996%
1640.206, 36.34%
1593.364, 32.76%
1643.875, 38.14%
1504.953, 35.699999999999996%
1506.194, 35.56%
1594.549, 35.120000000000005%
1578.020, 32.519999999999996%
1540.793, 34.06%
1587.720, 33.5%
1492.143, 35.6%
1597.609, 35.839999999999996%
1591.035, 33.56%
1607.753, 33.019999999999996%
1551.681, 38.2%
1624.450, 35.64%
1701.681, 35.08%
1528.869, 33.14%
1638.216, 32.58%
1766.787, 34.260000000000005%
1516.338, 33.78%
2175.602, 29.26%
1521.231, 37.519999999999996%
1575.831, 37.54%
1935.578, 28.98%
2023.975, 28.28%
2016.701, 28.26%
1566.330, 37.96%
1560.622, 37.9%
1492.176, 34.2%
1562.879, 33.7%
1530.453, 37.019999999999996%
1463.879, 42.480000000000004%
1537.106, 37.7%
1533.799, 38.0%
1648.780, 39.18%
2197.933, 25.900000000000002%
1549.247, 33.019999999999996%
2014.253, 28.9%
1964.829, 29.62%
1578.831, 36.78%
1909.699, 32.86%
1881.422, 31.86%
1457.976, 42.059999999999995%
2145.847, 31.94%
1435.467, 37.36%
1818.373, 32.14%
1910.217, 30.28%
1742.141, 34.660000000000004%
2018.863, 28.22%
1498.584, 35.58%
2150.195, 25.779999999999998%
2040.845, 25.240000000000002%
1927.286, 27.1%
1873.652, 28.42%
1927.774, 36.78%
1828.003, 28.199999999999996%
2057.738, 37.62%
1865.371, 27.74%
1502.501, 39.34%
1948.007, 27.1%
1732.200, 28.599999999999998%
1710.082, 28.48%
1457.288, 39.94%
1562.579, 34.52%
1597.156, 32.800000000000004%
1696.684, 29.82%
1579.681, 39.7%
1507.025, 38.54%
1599.918, 33.36%
2212.009, 42.9%
1546.899, 32.440000000000005%
1935.706, 31.680000000000003%
1696.684, 29.82%
1550.330, 34.8%
1718.400, 30.72%
1681.441, 31.7%
1512.757, 39.379999999999995%
1602.716, 35.78%
1567.565, 33.44%
1594.328, 33.48%
1783.518, 30.259999999999998%
1805.551, 29.64%
1877.268, 26.340000000000003%
1507.537, 35.54%
2050.499, 30.459999999999997%
3011.495, 33.0%
1508.388, 34.2%
3167.278, 32.58%
1588.739, 42.58%
1873.508, 30.759999999999998%
1523.640, 37.68%
1672.416, 35.38%
2130.586, 32.08%
1517.768, 36.94%
2059.988, 38.34%
1665.671, 41.9%
2833.376, 34.760000000000005%
1509.640, 37.86%
2000.868, 36.54%
2329.975, 35.980000000000004%
2321.651, 36.8%
2247.638, 38.0%
1517.028, 33.76%
2248.386, 32.72%
2451.626, 32.06%
1612.957, 41.06%
2606.178, 31.7%
2340.570, 37.44%
2897.776, 31.2%
2437.959, 40.06%
2262.297, 40.239999999999995%
1434.999, 39.879999999999995%
2508.973, 38.26%
3138.593, 31.1%
2699.181, 37.8%
1472.388, 37.04%
3239.417, 31.680000000000003%
1715.847, 32.440000000000005%
2405.881, 39.34%
1609.653, 38.080000000000005%
1514.089, 34.72%
3455.648, 32.18%
1535.846, 41.18%
2150.475, 40.28%
2112.955, 41.3%
2815.265, 39.04%
2825.589, 38.800000000000004%
3522.612, 32.56%
3535.104, 32.96%
1642.964, 39.14%
3383.650, 32.84%
3366.330, 32.9%
3391.619, 32.62%
