@relation 'vowel_rp_8'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
-0.9817442607575205, -1.7050744829639648, -0.6202559776636962, -1.0524147042353007, 2.1737417286373955, -0.07975716036542016, -2.0469144844812988, 0.6901014350159231, class0
-1.1296357932705585, -1.7123356043556852, -0.12022768020012077, -0.8944330627071828, 1.8491480033455352, 0.024001327857343352, -1.9282363146554236, 0.4717347519080274, class1
-0.6644825783724626, -1.7001359634126931, 0.5478538473421518, -0.32133273854939076, 0.2760024826613119, 0.03954472916389041, -1.7019300005450426, -0.052751105194343936, class2
-0.3773069938350584, -1.8846654779835388, -0.1739565921779243, 0.026956619146943972, 0.24886360731462787, 0.23912387026539875, -2.1782928419416554, 0.40163421230572305, class3
-0.1939105154987419, -1.5709260430181458, -0.4129959560694382, 0.09927396413087261, 0.3829657139308176, 0.765483942308692, -1.4992091400044996, 0.36177368048400493, class4
-0.32805515263799606, -1.8103900456743502, -0.3784864957776079, 0.1457124634364133, 0.49847723232784785, 0.8153635813220296, -1.3822608196606248, 0.21540403138102718, class5
-0.4295028450487602, -1.8402107155054395, -0.5402182625214835, 0.1795734673763804, 0.752265202025768, 0.643260358139185, -1.6117299922180144, -0.2178112636865884, class6
-0.37175063823329785, -1.8169472030963636, -0.9746274492901433, 0.2906874447035238, 1.83936419706745, 0.46296819975904624, -1.953372962844489, -0.6233656236392974, class7
-1.2273372291450828, -2.3887935822452744, -0.17515506244436435, -0.21187730849624076, 1.1300423920646179, -0.2631664248810983, -2.1444401156889628, -0.4538359927685065, class8
-1.1726428604968597, -2.2825960695434655, -0.4828492472894124, -0.5602201466235799, 1.416798815068611, -0.5831982119104782, -2.7180373009474303, 0.25057484151547865, class9
-0.804613418309437, -2.15597658798066, -0.0825695520039045, -0.2963383162224703, 0.738305817308749, -0.05924869788575317, -2.0074112548333267, -0.03159882730147223, class10
-1.051813721030824, -1.7226551692814949, -0.4949066184344476, -1.1047096836370012, 2.1862483159535695, -0.030751276978090866, -1.9839315029074553, 0.6738700904374463, class0
-1.0713990655246934, -1.6247925172026696, -0.04496710891576106, -0.9165920213980929, 1.8042373800156455, -0.08568506894478209, -2.0308017182486124, 0.3718831639822594, class1
-0.6919023903023448, -1.7252917940109591, 0.55972958162774, -0.28620929859597677, 0.23548262744311652, 0.009755599893497679, -1.765582650100762, -0.0751626409909803, class2
-0.2735580268490691, -1.8806295872881735, -0.30532787978640574, -0.0019467952924169807, 0.21831021693752362, 0.27264656404699406, -1.967723109579543, 0.44511085323188726, class3
-0.3661316028332182, -1.75863397287916, -0.23346010849432342, 0.0947267519494846, 0.17683701956347225, 0.621278374220319, -1.7137059965295949, 0.3713805476066683, class4
-0.3630531391950365, -1.8195943861610777, -0.33671966748775173, 0.14599908974235545, 0.41114102232151867, 0.842377875012342, -1.393274505551652, 0.26279769096748107, class5
-0.2809554609686705, -1.8123616661716413, -0.7389225923355583, 0.1986311890465522, 0.9606956400941048, 0.7029692320651553, -1.5025854859872645, -0.25012222208148976, class6
-0.31717343056334846, -1.8123797093732885, -0.9491375099746824, 0.25793839319434086, 1.8643871306347535, 0.5046727018977116, -1.9255554290760049, -0.6488896983379426, class7
-1.0660477172599516, -2.5555014464742962, -0.09463805562453907, -0.42552209961075227, 0.9631067960343203, -0.11382194512485241, -1.9189965428964955, -0.2295374750747585, class8
-1.1551613177120568, -2.236065592478119, -0.5077413078908453, -0.5352074741924606, 1.4394464807458691, -0.5826144079375629, -2.7612840159495007, 0.2350672326255987, class9
-0.6949341872967376, -2.0367208848813707, -0.07582353062351521, -0.3830621262948111, 0.7366299761530138, -0.12026467518241407, -2.0162598463521393, -0.06823786173717922, class10
-0.996901654876889, -1.738894621642578, -0.5243953570479315, -1.1466758580887944, 2.247308142453993, -0.056860194649365176, -2.0212205047668816, 0.6742322207713347, class0
-1.0399385201933224, -1.6968628780296777, 0.11314227903342038, -1.058122791659816, 1.6427758115307576, -0.07113744966833421, -1.9052341669535264, 0.389624502519212, class1
-0.7038748788745193, -1.735194700862513, 0.4712641978337747, -0.29739513963878794, 0.21658041670617323, -0.11076533876899852, -1.885401516531297, -0.0012244435070280016, class2
