@relation 'vowel_ica_0.90'

@attribute attr_1 numeric
@attribute attr_2 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
-0.1315967309778887, -0.13726005395506063, class0
-0.32145069976282004, 0.1778285103462715, class1
-0.14868820274996447, -1.3076730122078548, class2
-0.3235150630143703, -0.3223604940268504, class3
-0.4116040293568978, 0.31686359062932207, class4
0.32369853574298063, 0.15730166591559477, class5
-0.3329825889058231, 1.120230664277728, class6
-0.6362654904302806, 1.6207866614458093, class7
0.020573904995995623, 0.7578616193906205, class8
-0.8180156872315746, 1.122873886987366, class9
0.28569099450053204, 0.4462340535955429, class10
-0.036803472840012064, 0.06586658598232421, class0
-0.6814879906585475, -0.07081506657732042, class1
-0.208428608037244, -1.4342159426060226, class2
-0.08204761064789523, -0.22931115025617715, class3
-0.3588548016344785, 0.5136753078575969, class4
0.30579599669851193, 0.28008491602917074, class5
-0.1143086286863927, 0.9327532456863377, class6
-0.5358303343487277, 1.6091994401311167, class7
0.8238056336431108, 1.1057940459769575, class8
-0.9995436364102985, 0.9394535761797749, class9
0.09935992759812275, 0.4162406607918372, class10
-0.009925924392385363, 0.1838283453017686, class0
-0.3519953252991276, 0.2586720454372692, class1
-0.3848856346651355, -1.308110765423148, class2
-0.14263709460984395, -0.20815318274179917, class3
-0.28851098776697354, 0.3108914371383868, class4
0.34752438205804803, 0.13650486484706773, class5
-0.001824925666247923, 0.5420874472102963, class6
-0.37342945554249707, 1.5037437674596408, class7
0.32447095203490317, 0.9355444653137903, class8
-1.082752500118784, 0.7385793941566143, class9
-0.16951448721834722, 0.27725264160990687, class10
0.04285369710336927, 0.2785385820484439, class0
-0.2960192870399502, 0.3405982757694878, class1
-0.6842540949967942, -1.307116150192169, class2
-0.33461826164775255, -0.31901672750172905, class3
-0.3018671485877045, 0.15136157616474227, class4
0.2532455951350823, -0.2618202224339089, class5
0.10746524293348042, 0.7320680394907685, class6
-0.037120341374286214, 1.2139837555663677, class7
0.3247715918205667, 1.0526641709654578, class8
-0.6104757999604485, 0.9912441200485104, class9
-0.5039348142728012, 0.07761451157715155, class10
0.18733027580971995, 0.37313123341351706, class0
-0.24443442306897478, 0.18046212509250878, class1
-0.4239144263166347, -1.379011006435518, class2
-0.5892578621468595, -0.5540102236189367, class3
0.025655030516090985, -0.016130445966730342, class4
0.17730665193186754, -0.4353659562983274, class5
0.2520514401050591, 0.7999386500952768, class6
0.30051255812185096, 1.4938226952681712, class7
0.24013183873225694, 0.8027853406565347, class8
-0.44606595603608495, 1.0688117490325795, class9
-0.2927022750377643, 0.12125740259020262, class10
0.20106129510350745, 0.3327253085996076, class0
-0.14761607255543516, -0.03493921778071374, class1
-0.47328214179255035, -1.287404549796706, class2
-0.625204405795525, -0.5360906184591878, class3
0.16034787290775954, -0.17565826097807444, class4
0.3014998544490276, -0.16264446307301467, class5
