@relation 'waveform-5000_rp_10'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric

@attribute Classes {class0,class1,class2}

@data
1.733673135700211, -0.7671794907117139, 0.7139190129062299, 0.7163326871405986, -0.101746250552333, -0.8720793868625527, -3.3452482794378824, -0.06273762014579737, 4.720579062625883, 0.33299562153503354, class2
2.28541905630218, -0.7233188689720039, -1.8425763359566176, 1.933335508273489, -2.9711129150868953, -0.4232024572771574, -1.9773555384051187, -0.6553674816436639, 2.951323435483145, 0.6628712270014927, class0
2.0172496235946804, 0.19798785887543802, -0.5096949399179989, -0.4666957484217172, -5.101094530372673, 0.8620440882987476, -3.173207239169953, 1.2918297152539246, 1.1054873722004164, 1.3682667519780272, class1
1.0386159683811849, -2.721999586889435, -0.9973037303651314, 0.2517649232233656, -1.4950330008559063, -1.689584576974476, -1.6639184754854766, -0.2696865758719007, 4.056874761942454, -2.488625451661908, class0
5.157656983129333, 0.7251638202727513, 1.4396415135949152, -1.143535133554755, -2.675965550521715, 1.9839607475666852, -2.695278833873271, 1.4054668325618653, 2.386485267995123, 2.7523794896311737, class1
5.021031375223342, 0.12282446028440368, -0.45780872195353645, -0.22062486143692792, -2.426435653839647, 3.6775465382697163, -0.9666615084416645, 1.8979474045783098, 3.809667176440336, 0.40315572635161645, class1
3.758790664211613, 1.8771223175147924, -0.16120940393347372, 1.3860069601727547, -5.463210766051157, 2.6792818328199304, -2.3306429341426336, 1.4559506570300051, 2.2303398407047292, -0.6025429560412248, class0
6.895826011820449, 1.0245475446921384, -2.6263381313217495, 1.1363766539355504, -1.1902330703915986, 2.3012051994246923, 1.6547336852877428, 2.122995667072178, 5.030120035253563, 0.05905692755053882, class2
3.6981437008131817, 1.9273065225822796, -0.7524850750231247, -1.151949430876255, -5.37907495852608, 1.4269570015172812, -1.3304357826039512, 1.5984588827325938, 2.388249559933774, 2.108895816610377, class0
3.2518278385379595, -0.6951272231993155, -3.3836023821237045, 1.872746447415511, -2.110599077874662, 0.387101043931463, -0.679268529418513, 0.03240965454058575, 3.0778069993755994, 1.372124280044134, class2
