@relation 'vowel_rp_6'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
2.6759511535657268, -0.3514930850342315, 1.1319692406900002, -0.5638270603047993, 1.4079109684233784, -1.654919640025091, class0
2.229178298848331, -0.3910279001590653, 0.9678746171782594, -0.5361703508907891, 1.3320176080183157, -1.8244874579395838, class1
0.8611230942310167, -0.13366937366108694, 0.6667536401133054, -0.12100163779241617, 0.36663337799161866, -1.8327310780260775, class2
1.3226776300265248, -0.37079002546271944, 1.1109404169982162, 0.28435439623199343, 1.1430045583499833, -1.772096457650916, class3
1.3626316903176936, -0.7691531459739774, 0.9352221214325592, 0.4882594047531949, 2.010457639274462, -1.4490101824579154, class4
1.274456102405901, -0.7409220257117102, 1.0475548867159197, 0.3072656952236411, 1.9343715110154789, -1.6184666368238316, class5
1.4769294017249348, -1.195981389871107, 0.7110643186624761, 0.07378866534432163, 2.6555573819398153, -1.983712558704139, class6
2.1837877781116783, -0.9805263205311128, 0.2456339932165909, -0.20709306719920784, 2.7383209575134937, -2.258561901852257, class7
1.5179357131033928, -0.6676190496839547, 1.1128414573707417, -0.901923706967517, 1.9130769648990538, -2.706245445779735, class8
2.243929920617361, -0.22495089600077584, 1.5361187629767215, -0.8183037105794192, 1.949460637829536, -2.4170298994366677, class9
1.3695264363500321, -0.5242191062922161, 1.0887948069475983, -0.45618735253837484, 1.4641399781944238, -2.0091620073306875, class10
2.6288101621205975, -0.4203256370365037, 1.0998873949929104, -0.5975731048382051, 1.4512085817167268, -1.6460739973655332, class0
2.230260024758948, -0.30261240280954216, 0.800128375350868, -0.5177675472646601, 1.2006138075865944, -1.874082652409614, class1
0.8380637864619791, -0.13977388657607373, 0.6729243365501554, -0.11915039243467215, 0.3209593955521891, -1.9233348402453245, class2
1.3133190825977552, -0.2608122544858421, 1.2626293100082335, 0.25793603793060754, 1.3008167041147591, -1.5739691029914813, class3
1.2107165944594958, -0.8338585753493989, 1.066940108152339, 0.39533659155665496, 1.9224771358705213, -1.6182421199475254, class4
1.2208628042619827, -0.8506194440339819, 1.0711975655770924, 0.3388734230584342, 1.9804508163431693, -1.6144334882466393, class5
1.6310281341438115, -1.0378909059965555, 0.6960355681123804, 0.07872981851804459, 2.674739955787844, -1.8839865313485094, class6
2.202551499904081, -0.9805903891676304, 0.17904345849799846, -0.18490092011910447, 2.7410236494179743, -2.2082577892588406, class7
1.4970676127601046, -0.4620654343163072, 1.4364015389912206, -0.864164096031045, 2.1101599779339537, -2.2952634258913283, class8
2.28928756907978, -0.21760681822659883, 1.4818109903131431, -0.7743457411185426, 1.9296751506597143, -2.4748956883693083, class9
1.4028516658731056, -0.5269759763085629, 0.9191243562918634, -0.4343271577461648, 1.4230819757343875, -1.8844759564763052, class10
2.712728415658675, -0.34641509014918825, 1.0969832250051113, -0.6129473582537366, 1.4946366885226683, -1.594306526150131, class0
2.106768397145645, -0.2906256924267574, 0.8683519511586996, -0.5643178657360265, 1.2987596571310316, -1.6862535231546405, class1
0.8971302931049738, -0.09921565479621691, 0.7762264655693799, -0.1522400592894015, 0.35036210342245494, -1.9208077698133903, class2
1.3555549074938926, -0.30253573945270734, 1.1634722916909261, 0.2213885117301811, 1.2035513109413176, -1.6448392056077812, class3
1.2418362705642543, -0.7535636932832448, 1.0999070247248548, 0.2543451159939015, 1.7537810201120057, -1.7945929536102556, class4
1.1312895174921271, -0.81557409424385, 1.2379237836232395, 0.2798985025215595, 2.056254588016261, -1.6145788621710433, class5
1.5752505893757367, -0.789839708939061, 0.7488716584772783, -0.0815848352935838, 2.697455483746486, -1.6743181544936432, class6
2.094034634750804, -1.0343315837232179, 0.20011921046789602, -0.1640376934808634, 2.769186866213177, -2.224629733284303, class7
1.5398181107995836, -0.48963352841887836, 1.050371678108261, -0.824960125262722, 1.915084987351361, -2.455455996975515, class8
