@relation 'vowel_rp_10'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
0.3824963208352502, -0.5288773083134386, -1.619234437415247, 0.7447125523656994, 0.544604552673829, -0.40388191654642863, -0.19815307019469455, -0.0869925018760482, -1.2513614220276885, -2.3214585642025476, class0
0.25646102249100383, -0.19815989458248665, -1.2861288928377823, 0.6457561416017904, 0.6112578191690278, -0.4933972616060128, -0.2396310601138915, 0.02368406109010132, -0.9317866346226035, -2.0830190733100515, class1
-0.803538010872901, 0.7486042926018102, -0.8737174584020212, 0.6931292059260109, 0.27402068176163463, -1.0555057380338, 0.25022034517402064, 0.29086753915356084, -0.6329977499205002, -1.7330534332130856, class2
-0.39991440893797864, -0.1687497232668489, -1.6518169446135722, 1.679191659852142, -0.013195178653555573, -0.7786132583025548, 0.630769974437273, 0.35631339155170133, -0.35925874482267794, -1.416946739229702, class3
-0.12563417241252536, -0.6664768364470476, -1.3989527021595458, 2.034868218416616, 0.24923689857168724, -1.2433769643680161, 0.33987594707150354, 0.22924331530956707, 0.17178321356731568, -0.5633346046754751, class4
-0.07767106576613009, -0.6204416399136587, -1.2893638301483952, 2.03072011512904, 0.46168068548889174, -1.3549244941278467, 0.2777035032489288, 0.03658929103054458, 0.02485149047900638, -0.6725399292273012, class5
0.1785236972124597, -0.45222931209834677, -1.46568255634595, 2.71949653077887, 0.5598408971213942, -1.4584433277391737, 0.5140426450525691, -0.25300600192253075, 0.522406399448051, -1.0100659407918524, class6
0.7226112871041802, -0.26812370956974063, -1.8816599028276637, 2.7789088925664025, 0.38145046304849106, -0.7092535974189251, 0.4950540336205683, -1.121577329033694, 0.37393605880387487, -1.2747321590029845, class7
0.1591228706951791, 0.01899564151551983, -1.1701154033559025, 1.8229934103039096, 0.5257239426939815, -1.2557338266336904, 0.7012436474736291, -0.4157771962842038, -0.28540905975138925, -2.325818231495364, class8
0.26566828029215733, -0.6886947541289165, -1.5298175612074154, 1.3843113405355634, -0.16570537167330807, -0.6498247498058283, 0.7565077277795438, -0.10954144847339436, -0.6075334008793606, -2.4081157303796745, class9
-0.1535788953921115, -0.13310667291026984, -1.301006766571569, 1.7375392731713735, 0.31432967284129154, -0.8243807820013214, 0.49245639629118915, -0.0609375807184841, -0.25791416926602984, -2.0326118427008013, class10
