./waveform-5000.arff
sa
41
20000
Simulated Annealing

Error results
---------------------------
2332.498, 37.28%
2340.812, 37.04%
2340.791, 37.0%
2340.808, 37.019999999999996%
2343.669, 37.16%
2343.785, 37.16%
2343.695, 37.16%
2343.681, 37.18%
2337.808, 37.059999999999995%
2337.567, 37.2%
2348.681, 36.980000000000004%
2344.100, 37.16%
2286.622, 38.56%
2286.306, 38.54%
2285.540, 38.5%
2287.805, 38.4%
2287.856, 38.440000000000005%
2288.053, 38.42%
2288.023, 38.440000000000005%
2233.938, 38.06%
2233.938, 38.06%
2234.097, 38.06%
2234.250, 38.019999999999996%
2235.703, 38.12%
2224.961, 37.940000000000005%
2224.387, 37.92%
2225.413, 38.04%
2227.371, 37.96%
2227.371, 37.96%
2226.638, 38.0%
2226.478, 37.980000000000004%
2238.373, 37.56%
2229.752, 37.26%
2230.051, 37.28%
2229.844, 37.24%
2224.947, 36.919999999999995%
2224.954, 36.919999999999995%
2226.203, 36.9%
2226.231, 36.88%
2225.663, 36.9%
2224.497, 36.86%
2224.296, 37.0%
2224.464, 37.0%
2223.026, 36.82%
2223.881, 36.8%
2223.874, 36.8%
2223.930, 36.78%
2221.697, 36.76%
2174.674, 36.1%
2173.360, 36.1%
2164.806, 36.5%
2164.796, 36.5%
2161.042, 36.4%
2160.392, 36.32%
2169.850, 36.46%
2186.719, 37.12%
2187.787, 37.1%
2187.787, 37.1%
2276.778, 34.88%
2275.088, 35.04%
2275.080, 35.06%
2275.078, 35.06%
2274.962, 35.02%
2273.911, 35.199999999999996%
2273.849, 35.160000000000004%
2273.849, 35.160000000000004%
2273.150, 35.199999999999996%
2279.451, 35.28%
2280.006, 35.28%
2280.332, 35.28%
2282.938, 34.5%
2285.909, 34.04%
2285.874, 34.04%
2239.790, 35.480000000000004%
2238.295, 35.56%
2237.345, 35.5%
2236.805, 35.54%
2197.303, 35.099999999999994%
2197.215, 35.099999999999994%
2197.148, 35.099999999999994%
2214.656, 35.58%
2214.086, 35.620000000000005%
2214.104, 35.620000000000005%
2215.143, 35.58%
2214.508, 35.58%
2190.380, 34.9%
2190.542, 34.88%
