@relation 'waveform-5000_rp_1'

@attribute attr_1 numeric

@attribute Classes {class0,class1,class2}

@data
-1.1144289770364064, class2
0.2732434189431929, class0
1.1404655537598665, class1
0.5587803093514062, class0
1.7417514335216269, class1
0.5985607124543398, class1
0.16329641351257437, class0
-0.3319280562817581, class2
2.985958983179451, class0
0.8695422700071784, class2
-0.15430868399337683, class1
-1.315823785778928, class2
-0.3687509179977033, class2
-0.7079278643675908, class2
0.9068867114403407, class2
-0.21908178326430172, class2
1.4919942453949246, class2
-0.9558879392630739, class2
0.8048274445364043, class1
0.9406944790901812, class0
-1.4374844091571992, class2
-0.04470915800055812, class0
2.504768266523276, class0
2.0279840039264743, class2
-0.18394020830030872, class1
1.3194777282835852, class1
-0.19646605384489685, class2
-0.7692218425343101, class0
1.208893316656483, class0
0.5293221642028569, class0
-0.577509722186586, class2
-0.31864897806141973, class1
-0.5940959845948163, class2
-1.4949510656608789, class0
0.49742733626350166, class2
1.3124022173538386, class0
-0.4887302546240225, class1
0.895868773489322, class0
0.3661991298486652, class1
0.7828491213134828, class0
3.4751525437205397, class1
-0.4303348229231065, class0
-1.2303486179201182, class2
0.25056941572363745, class2
0.6723798150446129, class1
0.9651655955409554, class0
-0.03786602115037924, class2
0.5024150860823113, class1
-0.6545194613644499, class1
0.07068818204490186, class1
-0.21855948242605014, class2
-0.7943310863026025, class0
-0.4931942613625114, class0
1.0636881886615703, class0
-0.8873443498871907, class1
-0.3147626614771948, class2
-1.9446548709787526, class1
-1.2659534988011776, class1
-0.07944353748453159, class1
0.60662110901837, class1
0.3946716682418965, class1
0.143116645762941, class2
1.572192457797276, class1
1.201412052488786, class0
0.6914588706806962, class2
0.07718311833624641, class0
-0.30670298603419915, class1
0.7560578696722038, class0
0.7090868502812914, class0
0.7876613286108062, class1
0.8907666394333149, class1
0.3591826138401037, class1
0.5911959958869439, class2
0.1985538149558339, class0
1.4345851415703614, class1
0.4846698377603803, class2
1.588545625004904, class0
-0.5420213889058277, class1
1.0124848154907022, class0
-0.07892267888834917, class1
-0.3899745663028052, class2
0.9877806038393258, class1
-1.8624257290235458, class1
-2.2956029879754087, class0
-1.8725746078195475, class2
1.8336064323135493, class0
1.171606427902437, class1
1.6039117432151448, class0
0.8440848256800517, class2
-0.27353334570187665, class2
1.7563067663770016, class1
-0.4693037195501394, class1
1.0505832107206492, class1
0.938896644737928, class1
1.9260391212597354, class0
1.8036259863267485, class1
-0.013801379058589937, class2
