./waveform-5000.arff
sa
41
20000
Simulated Annealing

Error results
---------------------------
2934.811, 30.220000000000002%
2934.811, 30.220000000000002%
2934.883, 30.28%
2934.883, 30.28%
2934.273, 30.28%
2931.674, 30.18%
2931.657, 30.159999999999997%
2941.016, 30.020000000000003%
2941.031, 30.020000000000003%
2941.064, 30.020000000000003%
2941.201, 30.020000000000003%
2951.163, 30.320000000000004%
2950.648, 30.28%
2950.996, 30.220000000000002%
2951.245, 30.3%
2953.346, 30.240000000000002%
2949.395, 30.42%
2937.678, 30.34%
2938.057, 30.259999999999998%
2937.724, 30.2%
2937.905, 30.159999999999997%
2937.745, 30.159999999999997%
2994.037, 29.7%
2994.049, 29.68%
2994.283, 29.7%
3012.948, 30.04%
3002.764, 29.86%
3001.172, 29.78%
2993.590, 30.2%
2994.512, 30.18%
2970.817, 29.880000000000003%
2986.943, 30.099999999999998%
2987.005, 30.12%
2986.866, 30.12%
2988.838, 30.099999999999998%
2988.838, 30.099999999999998%
2989.275, 30.080000000000002%
2989.261, 30.080000000000002%
2989.609, 30.080000000000002%
2989.110, 30.18%
2991.420, 30.159999999999997%
3048.203, 29.459999999999997%
3050.569, 29.34%
2998.826, 28.660000000000004%
3002.045, 28.96%
3001.983, 28.98%
3001.994, 28.98%
3002.301, 28.98%
3002.442, 28.96%
3002.384, 28.98%
3025.359, 32.56%
3071.449, 31.619999999999997%
3064.151, 32.0%
3064.028, 32.019999999999996%
3064.028, 32.019999999999996%
3064.026, 32.0%
3064.224, 31.979999999999997%
3063.820, 31.94%
3063.852, 31.879999999999995%
3064.194, 31.919999999999998%
3064.126, 31.480000000000004%
3064.104, 31.46%
3090.161, 31.4%
3085.448, 31.480000000000004%
3089.604, 31.740000000000002%
3090.847, 31.7%
3090.825, 31.72%
3043.626, 30.959999999999997%
3048.086, 31.52%
3048.468, 31.52%
3048.339, 31.5%
3049.338, 31.419999999999998%
3049.404, 31.4%
3050.198, 31.419999999999998%
3050.707, 31.380000000000003%
3050.692, 31.380000000000003%
3050.766, 31.4%
3050.738, 31.4%
3050.550, 31.44%
3050.449, 31.480000000000004%
3049.316, 31.5%
3049.460, 31.46%
3049.804, 31.4%
3049.920, 31.44%
3050.572, 31.680000000000003%
3049.666, 31.66%
3048.099, 31.66%
3049.474, 31.52%
3049.437, 31.52%
3050.811, 31.52%
3052.458, 31.419999999999998%
3073.080, 31.380000000000003%
3071.936, 31.319999999999997%
3071.943, 31.319999999999997%
3071.918, 31.419999999999998%
3072.147, 31.380000000000003%
3071.420, 31.259999999999998%
3071.141, 31.259999999999998%
3071.716, 31.259999999999998%
3034.151, 31.46%
3033.846, 31.480000000000004%
3033.806, 31.44%
3035.928, 31.52%
3016.653, 31.080000000000002%
3016.653, 31.080000000000002%
3016.586, 31.06%
3017.743, 31.319999999999997%
3017.228, 31.319999999999997%
3018.360, 31.3%
3018.191, 31.240000000000002%
3019.048, 31.36%
2990.169, 31.44%
2986.955, 31.46%
2986.687, 31.46%
2986.575, 31.46%
2987.421, 31.5%
2987.159, 31.419999999999998%
2985.928, 31.580000000000002%
2987.202, 31.540000000000003%
2987.202, 31.540000000000003%
2987.302, 31.56%
2986.536, 31.580000000000002%
2986.685, 31.580000000000002%
2986.399, 31.56%
2986.399, 31.56%
2986.402, 31.56%
2986.415, 31.580000000000002%
2986.357, 31.56%
2977.625, 31.64%
2977.819, 31.72%
2977.812, 31.619999999999997%
2977.814, 31.619999999999997%
2999.232, 31.22%
2998.728, 31.34%
2999.759, 31.380000000000003%
3004.274, 31.019999999999996%
3004.284, 31.04%
3004.059, 31.019999999999996%
3004.064, 31.019999999999996%
3004.014, 31.06%
3003.844, 30.98%
3003.767, 31.1%
3003.449, 31.119999999999997%
3003.416, 31.119999999999997%
