./waveform-5000.arff
sa
41
20000
Simulated Annealing

Error results
---------------------------
1867.916, 35.0%
1867.686, 34.96%
1867.670, 34.88%
1867.833, 35.04%
1868.303, 35.06%
1868.030, 35.06%
1868.141, 35.06%
1865.212, 34.98%
1865.016, 35.04%
1858.860, 35.099999999999994%
1858.395, 35.08%
1888.327, 35.18%
1888.327, 35.18%
1886.681, 35.099999999999994%
1842.176, 35.82%
1842.019, 35.8%
1841.789, 35.8%
1841.355, 35.839999999999996%
1841.371, 35.839999999999996%
1839.926, 35.9%
1838.967, 35.9%
1836.843, 35.839999999999996%
1835.076, 35.9%
1835.076, 35.9%
1838.211, 35.76%
1837.873, 35.86%
1838.253, 35.86%
1837.556, 35.9%
1795.618, 35.22%
1795.651, 35.24%
1798.366, 35.74%
1797.718, 35.58%
1798.111, 35.480000000000004%
1795.199, 35.5%
1805.338, 36.059999999999995%
1805.794, 36.04%
1805.671, 36.059999999999995%
1806.006, 36.059999999999995%
1806.134, 35.980000000000004%
1805.796, 35.92%
1812.120, 36.059999999999995%
1812.120, 36.059999999999995%
1812.353, 36.08%
1852.675, 35.56%
1854.831, 35.480000000000004%
1855.061, 35.480000000000004%
1855.309, 35.42%
1855.309, 35.42%
1855.954, 35.42%
1857.171, 35.32%
1857.171, 35.32%
1856.366, 35.36%
1853.815, 35.480000000000004%
1868.158, 34.699999999999996%
1868.437, 34.72%
1868.345, 34.72%
1868.339, 34.72%
1868.025, 34.699999999999996%
1867.995, 34.699999999999996%
1866.683, 34.78%
1868.892, 35.0%
1869.248, 34.88%
1873.931, 35.160000000000004%
1873.895, 35.160000000000004%
1873.448, 35.22%
1873.970, 35.22%
1878.598, 35.160000000000004%
1878.671, 35.120000000000005%
1877.581, 35.22%
1877.303, 35.199999999999996%
1877.305, 35.18%
1877.272, 35.18%
1866.828, 35.54%
1853.501, 35.980000000000004%
1858.438, 36.4%
1858.307, 36.4%
1858.380, 36.38%
1828.322, 37.0%
1832.716, 36.9%
1833.613, 36.84%
1834.743, 36.66%
1834.749, 36.66%
1834.793, 36.64%
1834.765, 36.64%
1837.276, 36.52%
1837.363, 36.480000000000004%
1839.633, 36.76%
1839.788, 36.7%
1839.821, 36.66%
1841.020, 36.559999999999995%
1841.037, 36.58%
1839.573, 36.7%
1840.593, 36.78%
1841.399, 36.7%
1836.823, 36.76%
1837.077, 36.74%
1827.613, 36.5%
1826.714, 36.559999999999995%
1826.365, 36.54%
1829.207, 36.66%
1829.207, 36.66%
1825.927, 36.42%
1825.901, 36.44%
1825.200, 36.32%
1825.200, 36.32%
1826.738, 36.36%
1826.453, 36.34%
1826.453, 36.34%
1826.229, 36.24%
1828.620, 36.36%
1828.704, 36.38%
1828.183, 36.38%
1828.183, 36.38%
1820.866, 36.4%
1821.450, 36.4%
