@relation 'waveform-5000_rp_30'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric
@attribute attr_16 numeric
@attribute attr_17 numeric
@attribute attr_18 numeric
@attribute attr_19 numeric
@attribute attr_20 numeric
@attribute attr_21 numeric
@attribute attr_22 numeric
@attribute attr_23 numeric
@attribute attr_24 numeric
@attribute attr_25 numeric
@attribute attr_26 numeric
@attribute attr_27 numeric
@attribute attr_28 numeric
@attribute attr_29 numeric
@attribute attr_30 numeric

@attribute Classes {class0,class1,class2}

@data
-3.0562950623390326, -0.9654344375674776, 4.9250131933454275, 2.4553289755880594, 1.7307191318360955, 2.1206574689427558, -4.261676283458187, 1.0083477712711748, 0.8016494646218612, -1.0639707221220653, -1.3757167220027227, -0.08109756046349273, 0.28622947092281453, -2.861830164354402, -0.525039782218076, 0.8292192820996056, 1.022549035163857, -0.7313224239541734, 1.3582153280271105, 1.493599407836759, 0.4755732494171453, -1.08024564623227, -1.5549701747091724, -1.9463888293101623, 2.0460222342860805, 2.665385555108483, -0.06463923698850374, -4.8717686618669545, -1.8281006323123679, -2.084927925001011, class2
-4.218929950526297, 1.6644240137095063, 2.929074978891188, 2.7474327028544296, 3.085047027916431, 0.35173491813801827, -2.086048430959793, 1.9732257013048702, -1.0153258791803579, -1.733425404772721, 0.020983265413153866, 1.2058251338767656, -0.5569769182800485, -1.792210459336051, -0.8670986406765022, 1.4620132444557965, 1.3245830349570025, 0.3009709710479652, 3.6190091316174278, 0.9116764368452626, 0.24639681440350705, -1.935914814028679, 0.3581234382324799, -2.382157170306116, 1.9797316520612542, 0.10645191461185173, 0.20389976733602855, -2.8999550058297876, -0.7651614567137708, -4.022212251795015, class0
-4.59729378578263, -0.9401122778162564, -1.0977790277779647, 3.0332723728228874, -0.10066401360990992, 0.918559753446371, 0.8995211344911596, 1.2248107603242564, -1.7625854001648955, -0.5761114565362023, 0.297222489818564, 3.708030470228438, -1.8923406011230135, 0.16166586013107725, -1.8591733002186974, 2.0308175941639117, 1.5275726714755842, -0.4024022392237549, 0.16465988693896394, -2.885178820754775, -1.3022348487974045, -2.1494444928333047, -4.172771911619619E-4, -0.8886625939334041, 0.4390555861373703, -1.8979747301497079, -0.5936405627545489, -2.854484332359415, 0.6442773870053284, -3.4327975217316187, class1
-0.28413594675905623, 1.5535048379215701, 3.1853231397389368, 4.110467758307621, 1.7904883298178709, 0.0887099432160531, -4.073641910363831, -1.3132415581522854, 0.4752978631307454, 0.09355736125096023, -0.6619093611974808, 2.233592980948457, -1.1837619265649684, -1.3358265005934618, 0.34666114163503275, 0.8776594608741709, 0.04655948534549145, 0.7538828133056305, 4.071539652699651, 1.8975020690992723, 1.1675277574018035, 1.906547128948664, -2.9365679918203282, -1.7414009845780571, 2.553117829018474, -0.16499009495542513, 1.2605082330179, -4.702877137285781, -1.4611095182493412, -1.2681820302653197, class0
-5.159014991350574, -2.1211674784975223, 0.6161830099836559, 2.4466658857496664, -2.053979981961696, 2.0105828631600833, -0.054309832067332905, 1.6342855898555206, -0.4813057704517085, 0.1907669877769515, -0.5546876909941915, 2.902546254894899, -0.9796338839704904, -1.0611795387688505, -1.3724641929591568, 2.4575369122927633, 2.3639452030075265, -1.3035229624875506, 2.6460822395773165, -2.932152563892535, 0.41203483242609035, -3.206134255496809, -3.192344258262989, -2.5062236267594473, -0.5729078980382993, 0.2719501389352835, -2.530226738729072, -2.7731937261773223, 0.22679677835496778, -5.221790697863746, class1
-5.163274871212257, -1.369660567744411, -0.00592433464496854, 4.224580664029722, 1.1025639622474952, 1.574218551762143, -2.177555294571007, 0.061599025356525304, 1.4192628140002486, 0.29843492646357905, 0.3081541109641736, 0.9019376317787878, -2.292725789755641, -1.6681902024210797, -1.7271319746110962, 4.759175870229772, 1.442399821124051, -1.0620140903858397, 3.6311305140960988, -1.0110064787957451, 0.5454447520989486, -2.026389010614583, -1.377095717272795, -1.6900282883270008, 0.35381401063668527, -1.9435629707343964, -2.0932066506269735, -1.0759683603982881, 0.3228180407133794, -3.445898517852661, class1
-3.9343531389258763, -0.08446475631950862, -1.0685466678143642, 2.3687270302253944, -2.8618988482673435, -1.030654921951885, -0.32552690742352397, 1.262297461277913, -0.37620497395520264, -0.05993698524242271, 1.7121126462768215, 3.3808270918981496, -0.2553834323675493, -2.6533553202597964, -2.502304201914443, 3.574953720639896, 2.4264643604650313, 1.0436142454565498, 1.85585472089201, -4.75478713268843, 1.5174382528013883, -1.4787488248746516, 0.3887327998192498, -1.0793601906052892, -0.4460679040657291, 1.1786208039495736, -1.503684016932175, -2.240055357087139, 0.8938682552006032, -5.842429309816158, class0
-4.038565041289749, -2.619067727111059, 0.27405847743968964, 3.8560487851321747, 0.012916036817987652, 3.6698974192779787, -2.842944794455343, 1.0889447029135075, 0.19401102288156027, 1.6453124867683828, 0.1959475575018333, 1.9902171099765065, -2.011265430516737, -2.0315855222895007, -2.669322739186834, 1.7406438115090972, -2.2101601615869138, -0.8230465517959786, 4.9839378281106, 2.420819903954882, 3.1916320071959743, -3.1225823222939733, -0.6327227644480174, -2.9997823855274808, 0.4183771682487456, -0.35525131892130557, -3.829696589815545, -3.533009506773839, 0.64329738583676, -0.9688948254286014, class2
-3.8672396082917633, -0.14138872464032584, -0.28037922967809487, 2.080381184289908, -4.274900133665263, 0.2388351819208705, -0.5529741161301726, 2.8446101373787473, -1.950822471146614, 1.3717260753291853, 0.816377883341771, 4.128136376809475, 0.2499135904133082, -1.4431321665566852, -3.970183427625062, 1.3236114305812419, 2.0393075788359174, -1.5579664008926393, 1.284399539829962, -4.156395114063461, 1.0281051780691737, -2.74139274016113, -2.863244662339157, -0.02180748994645235, -1.253243694548668, -1.1525208826847184, -0.12103780818674194, -2.141252333809651, 0.9909069980236105, -5.338730999279022, class0
-2.6312389320828755, -0.9458717312420757, 1.8985021273713671, 4.215418357169481, 3.4313018121156382, 2.521302345681901, -3.0261767858858626, 0.3549353531524252, -1.012770787914968, -1.8657877871767894, 0.026329892948911277, 2.0277477571062366, -1.3899374767743589, -2.8920130591195536, -1.2104010885914591, 0.6374323821884086, -1.6112173653213941, 0.0752945142125459, 4.548100813639857, 0.6456445725531553, 1.5980158577964179, -1.3570721466457105, 0.3082033448407582, -3.9196673584860404, 2.137858671398724, 0.5691822861136804, -2.368810968349807, -3.3503864174121194, -0.5059469190708978, -0.7141307398971845, class2
