@relation 'waveform-5000_rp_2'

@attribute attr_1 numeric
@attribute attr_2 numeric

@attribute Classes {class0,class1,class2}

@data
1.0312861106318132, -1.2563442624784642, class2
-0.34571860031717, -0.18073222620769958, class0
1.3601839288446724, 3.3604101756969733, class1
0.24260013985688203, -0.12558208051697795, class0
-0.2040429297227933, 1.9787220097465774, class1
-0.6333555401503307, 0.8085504888316639, class1
2.216900483076041, 4.631853634932101, class0
0.2608149574973675, 0.4945614496093953, class2
3.677180838334515, 5.727234599351808, class0
-0.8988769792689353, -1.8040659416952955, class2
1.3321854267449964, 2.7468108422788826, class1
-0.39969123358577374, 0.11714786271058708, class2
0.9891307635766033, -0.10572981343547827, class2
0.12745879601921267, 0.33451415246116667, class2
0.3561620713604009, -0.5838283983065503, class2
-0.42841910319700793, -1.2404922070043167, class2
-0.6513354467866451, -1.6639285754857513, class2
-0.7123506866948632, -0.8725499291666337, class2
0.877627718769025, 3.065270746151012, class1
-0.06852110655328203, -0.8916898984172511, class0
-1.592597134892257, 1.9318821922846436, class2
0.008515522601403133, 0.5619393570690012, class0
0.287545948181949, 0.528255424741604, class0
2.0745336328539046, -2.3942538304957464, class2
1.3532543616160255, 4.625274306226871, class1
0.9323745973030184, 1.570141753863404, class1
-0.2309992477327396, 1.7241089847569386, class2
1.1051722263580495, 4.764844904908182, class0
1.9214548557463003, -0.19576150136648063, class0
0.3154307470213335, 1.145313769003931, class0
0.4388449500956598, -1.0841571231511062, class2
1.3461016646422277, 1.83546831735739, class1
-0.18249988265304118, 0.6581913523149127, class2
0.026567835299367626, 0.8054507729238702, class0
0.18480911084200544, -1.0581820256777, class2
1.1062913450946534, -0.7055527718377832, class0
-0.2434825754635817, 2.6837939396220962, class1
-0.09392081540989117, -0.8975290016342983, class0
2.691810075661005, 3.3782766042918344, class1
0.7430743364384844, 1.5001280372164132, class0
1.2552822176053484, 2.2908068795267438, class1
0.48450794603204583, 1.405622441034705, class0
-0.5913512830406037, -1.1251644970084331, class2
2.0479514792665814, 3.5617569751214924, class2
1.8192146133014604, 3.408364700490792, class1
0.765204842187412, -1.0126802844902736, class0
-2.763339708653568, -0.869381790872054, class2
0.263545604653663, 2.3957403753367847, class1
0.6408779645249436, 2.680537002264965, class1
-0.5489050203355508, 0.4676242776205339, class1
-0.2435888010618645, -0.6889460070580973, class2
0.26840599187237196, 2.8237791875185323, class0
-0.02901512654910171, 0.34879075090840106, class0
3.2480513652633602, 0.3444811816589236, class0
-2.005060555552272, 1.1080142322103674, class1
-1.4424518037840661, -1.353532629232661, class2
0.4920397385793966, 2.1709156353610983, class1
-0.1066890785557344, 1.6551773626359227, class1
0.20582696829380553, 1.9573554579844616, class1
0.8669701980481841, 2.6773548792480786, class1
0.9760599179740878, 1.3603163566659944, class1
-0.6910802254196715, -0.8902345239874759, class2
1.1180142327546516, 3.98999600241376, class1
1.0608557233079319, 3.7646447784893544, class0
-0.8887275923828876, -0.21962145539843397, class2
0.8853468109959998, 1.5325138094378625, class0
1.2008236948034883, 2.5004206605799815, class1
2.3051040487074586, 0.522609247127904, class0
0.3415825941910786, 1.2130335175715912, class0
2.7737358430708183, 3.6801480287501724, class1
1.2196320887072742, 1.38261745812187, class1
-0.18423482587897014, 1.8491214096601174, class1
0.5826936132119747, -1.9430916480875433, class2
1.0709706631034288, 1.0691683715617775, class0
1.362899639641238, 2.0440542588578867, class1
0.5603176418529432, 0.17974228385727925, class2
2.241593641008536, 1.8100287549370482, class0
0.4048227968108049, 1.8292377994644202, class1
0.33732627309144836, 1.284144789704188, class0
0.462804225338004, 2.7665890118998746, class1
-0.8946708886040602, -0.3750394566557758, class2
-0.10817810782830395, 3.30242119872214, class1
1.0122780863922503, 3.4184346467134183, class1
0.790878611376974, 3.8508934148171807, class0
-0.22307364268266147, -2.0570863594275655, class2
2.5951763611820495, 2.061300248089812, class0
-0.8197287054367633, -0.42002497448356596, class1
2.231450316438603, 0.9516405525870246, class0
-0.7979090381163492, 0.25180976068764727, class2
1.3336641855923435, -1.9514842658222515, class2
2.065458761649196, 2.1447487205581366, class1
1.3107536603671093, 2.9928644910576625, class1
0.4540061117332409, 1.571767184766342, class1
1.2959261079596194, 2.2703310618757677, class1
2.0873106918865783, 1.243287033804843, class0
1.2765390015531342, 3.0442710381168525, class1
-0.15849018435864842, 1.2264957731309305, class2
0.48282879194572004, -0.0901871313178339, class1
0.6277986664088058, 2.017384140835651, class0
0.28279529844207135, 0.462851131061349, class2
1.0072540172799693, 3.755151056448586, class1
0.5848673153691037, 4.255218627137499, class0
1.1439416682581478, 1.0373934313846611, class0
2.1531990483108774, 1.5508755136932315, class1
0.08907402736180317, -0.148091843855618, class2
-0.04984569772790903, -0.04116641430916165, class2
0.1340677217099839, 0.7861906273774563, class2
-1.5244394092429658, -0.82671868334525, class2
-0.5532270576267986, 0.4584880292791203, class0
1.2836585333574795, 2.9303426601344142, class0
-0.3680704865742895, -2.3141917189905055, class2
1.800484468344883, 3.4595501967293685, class1
0.7200914738262418, 1.4506707700684884, class0
2.8754494252838017, 2.267976106576933, class1
0.3872094490679655, 0.2593103805155, class2
1.4602006183662426, -1.5863561306641798, class2
1.340848449254549, 1.5210030804302874, class2
0.8149029713325302, 0.4964781732005856, class1
-0.3821711303423707, 3.758601220779428, class1
1.4265872597297118, 3.3867412268505377, class1
0.7575566814836955, 0.44928673231994265, class1
0.9823411688837427, 4.8391957970735655, class1
0.5145951980649788, 1.4060007832248582, class0
