@relation 'vowel_insig_0.95'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
0.07205252291266401, -0.24944199520691074, -0.23380470362152916, 0.41933642875084504, 0.02883684839651976, 0.3188453900129708, 0.25363041622735616, -0.23691283138516078, -1.443775592178108, -0.7990829254477463, 0.39617667954084823, -1.35078914355719, class0
0.07354346665535494, -0.10930914658345196, -0.025011966358732346, 0.4502217013338405, -0.19237085852041352, -0.16331057242830377, 0.29858799619350523, -0.2684008598284708, -1.1874205716119488, -0.6354923295353033, 0.07723073956709056, -1.2683543343430925, class1
0.08629465274101145, -0.5685937170866617, -0.02291016184673196, 0.270577113072324, -0.6625220354823742, -0.2389506239735987, 0.5905696916336752, -0.6246974369090177, 0.08300625293404341, -0.3490747182443053, -1.3127145848223558, -0.8168065040243949, class2
0.036832938468560616, -0.3580518262870839, 0.07381605183955066, 0.6556878282478842, -0.19108822345329451, 0.5104613712879945, -0.36404396208349105, -1.0008180859103843, -0.29408191287902974, 0.2215011566987926, -0.8863944127951431, -0.06578471628769367, class3
0.04949870738459368, -0.021084741118103177, -0.2619813255672265, 0.5342948794084281, 0.688701971815618, -0.20987189630862113, -0.6358540511696531, -0.8735716022211224, -0.037529372531555666, 0.6055936561419307, -0.3312741601152421, 0.3650890634858294, class4
0.035062107309298526, -0.22168990750686543, -0.20922881260840456, 0.6074470494710312, 0.5089244424610295, -0.39400540642508797, -0.6126337361566646, -0.7520466609382188, -0.07693491394034568, 0.45238009927907796, -0.18639937212135632, 0.4450494498933837, class5
0.061303915026134796, -0.034676517065413415, -0.1435568582239481, 0.41130962423832124, 0.7027562547334679, -0.32793693814262315, -0.13169809463617402, -0.6624414537238797, -0.663765032962155, 0.7863624874877452, 0.18825202627688076, 1.250683108455392, class6
0.08375759545381473, -0.0667695768511323, 0.07015189159483197, 0.2361371215378976, 0.3705219596108671, 0.26223581395399337, 0.1877065106356579, -0.4653304765293672, -1.076074291648169, 1.233765275708062, 1.190909640703159, 0.9748015225500934, class7
0.10183732074527005, -0.21543618301666406, 0.21710409370401257, 0.2014363480517104, -0.5750847201432518, -0.1469408603496556, 0.3235823382153016, -0.4477786311399523, -1.2469654348661363, -0.3893505686423471, -0.03387325151137678, 0.6473148520629776, class8
0.1325339336392832, 0.16047126234518677, 0.2887886018701701, 0.04375141700211593, -0.5478111795071781, 0.5545720225321096, -0.3708173836653346, -0.7649969258513281, -1.5598349291791533, -0.6242378344640922, -0.01953484100665681, -0.09107987690546332, class9
