@relation 'waveform-5000_rp_15'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric
@attribute attr_5 numeric
@attribute attr_6 numeric
@attribute attr_7 numeric
@attribute attr_8 numeric
@attribute attr_9 numeric
@attribute attr_10 numeric
@attribute attr_11 numeric
@attribute attr_12 numeric
@attribute attr_13 numeric
@attribute attr_14 numeric
@attribute attr_15 numeric

@attribute Classes {class0,class1,class2}

@data
3.3814306297028978, -0.9065124338776394, -0.1249757853128631, -4.3739277800851815, -1.453027934957819, 0.42087794230170245, 0.8919062709246277, 2.8490266823924775, 0.44890634894294057, -0.974565703596426, -2.055866851257865, -1.087963014000874, -0.5205885004864478, 1.6077869393435342, 1.9567116003751577, class2
4.415535219880583, 1.5269454014535875, 0.39690490319647065, -4.635323461233842, -0.9599450358065001, 1.538392442931135, 2.699428902474202, 0.3630968523580973, -1.086535782178968, -1.605553476077577, -2.6560018808910884, -0.6303021925958151, 1.2766697337940986, 2.3229356470960325, 2.8158168426581587, class0
0.7812867964975616, 2.962789601112809, -1.0883019522963668, -0.592398494151748, 0.19891594838463594, -0.5160996709588475, 0.6169057828930048, -0.5335826294878162, 0.14685311826621236, -2.455838412268665, -1.6452410312429693, -1.5841554588177322, 1.5198522392147673, -0.12709153651222527, 0.609255964452469, class1
4.636387586640346, 0.5729835771028499, 2.2995432142876893, -5.8570923303756715, -2.9404899667551927, 0.06828833623101513, 0.7791025383819716, 0.4609210391156723, -0.019687032429323292, -0.49554541954375486, -0.4209666124913388, -1.4378166969387463, 0.7112978504162146, -0.24414294334858505, 3.255939126316841, class0
2.3502120359219347, 2.198258765080465, -1.1516552508842692, -2.0137194123740567, 0.7000846122953245, 1.5974761344169668, 0.8786037525111406, 2.0668077249471524, -0.3067198297920635, -1.502800527904403, -0.8280674685217195, 0.6811322636136025, -0.7011784658490536, 2.099979631919608, 2.0922776110041514, class1
1.203538830461959, 1.060626488946867, -0.05501109127438721, -2.2816800296590514, -0.05711738181402829, -1.1328227423015425, 1.440234249470536, 1.1641488621237963, 0.08704836515127418, -1.3778136733911306, -0.5898375025374859, -1.5502392751546203, 1.3768218965674537, 1.2636347844888776, 3.883083597464128, class1
4.916242281078223, 3.7624570501918493, -0.7087859136957992, 0.5987161284479315, 0.04910234464384384, 0.7890236248448934, 1.5263833365094461, 2.23089464608616, 0.495267639396428, -1.3671269870714757, 1.346607107856525, -0.2147183458583413, 2.0708115247523513, 0.5540939798060208, 0.9656811866747641, class0
2.045305193950892, -1.8153814492558924, -2.394268960260953, -4.674641816586174, 0.5681642143446092, 0.4309985017589144, -0.43379521624018547, 2.1649318878299444, -2.0075501603916575, 1.634653099070457, -1.0362581014369436, -0.38249009678187024, 3.556900267456441, -0.47966164757117374, 5.190791478328717, class2
4.177610197947081, 2.3099623201352526, -0.4255091399300009, -0.6924642715688696, 0.2701862182459259, 0.9200224408670897, -0.35981382980385174, -0.6736413789316485, 0.3182341928349349, -0.002246145772974384, -0.642210512893986, -1.3303601875773166, 1.3145799597641472, -0.9012534899192917, 0.9394891834431541, class0
3.62970993990557, -0.23397982521549698, -1.8309237532229519, -3.959858578792374, -1.1497521649824953, 1.6774691141857527, 2.1102670350965576, 2.6958628824785116, -3.1290318627009235, 0.10161830989305948, -2.84910203136338, -0.33076283086931463, 1.5851205690656778, 1.021040178337005, 3.9660997694222484, class2
