@relation 'vowel_rp_4'

@attribute attr_1 numeric
@attribute attr_2 numeric
@attribute attr_3 numeric
@attribute attr_4 numeric

@attribute Classes {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10}

@data
-0.21907256764377192, 0.013800102377303378, 1.1027976207789538, -0.07468615463780937, class0
-0.10348771723362238, 0.020949842478389498, 0.9852833568477507, 0.1078707892285887, class1
0.4255084512107222, 0.9899100648229318, 0.9442514962430979, 0.7197307604371597, class2
1.1772094459847908, 0.6023458136497354, 0.631946648241209, 0.38503858978946454, class3
1.237804093477028, 0.01731701936845798, 0.12739401431718445, 0.11287179543683315, class4
1.1772948370310232, -0.15030865592791506, 0.3144576857148367, 0.03606840623502469, class5
1.5965428987147072, -0.006396646606926751, 0.041111301748089496, -0.39278652203812175, class6
1.3378512319154523, -0.21723515949455044, -0.13370412925282293, -0.7169944710650904, class7
1.1899239386946554, 0.2558428223654852, 1.2397645438616693, -0.16429048031626253, class8
0.9648888439060194, 0.18819464873891273, 1.5247285602410143, 0.1664604956709913, class9
1.000066290657334, 0.42527810966737484, 0.9222094642755037, 0.004886039494613914, class10
-0.2595484259679628, -0.03243427800327186, 1.0492587877914343, -0.09993756709158463, class0
-0.14029947771856538, 0.2894933227352813, 0.9904671512077096, 0.25452264360273824, class1
0.47416104417463795, 1.0590729206467258, 0.9845941146356393, 0.7408437785604198, class2
1.1532668741813445, 0.40055582710714493, 0.7255247197466073, 0.41639081188276744, class3
1.4221322780724388, 0.16549413070725127, 0.24243567214747647, 0.10767214166562444, class4
1.2570804521556374, -0.13886802322861566, 0.2559887682009786, -0.01544581932620806, class5
1.4532032234268013, -0.14760328900757247, 0.06634045776523982, -0.38204849279477, class6
1.2895034247468549, -0.1803379920590478, -0.19506041731934415, -0.7091099208297379, class7
1.081331395985086, 0.03447636503622739, 1.3552348822296791, 0.05783292881482727, class8
0.9600915537553666, 0.2532995685042641, 1.5186185919630173, 0.2102713327643398, class9
0.9371126393769906, 0.6162113239777075, 0.8126360595486604, 0.004261077437984595, class10
-0.2920554148404246, -0.03550928058206637, 1.0526422724400508, -0.0678787830310657, class0
-0.15274196628661646, 0.2886784843440778, 0.9961325871672342, 0.31239385016554144, class1
0.5477754024368358, 1.0661031503699476, 1.0647292545474965, 0.7347859802119576, class2
1.1196907043924376, 0.5449478934959213, 0.6819944363660145, 0.3800819900816441, class3
1.4096849282387256, 0.2962913843795494, 0.4269526114136892, 0.11198609305450896, class4
1.3562941952534544, -0.17797952502584446, 0.44189721375753205, 0.007726334651936229, class5
1.3393927989249264, -0.21529895807275648, 0.3239659722868071, -0.33364244325336045, class6
1.347753652247972, -0.1655640121224953, -0.1899189078701901, -0.7032739323112236, class7
0.9581860508212768, 0.3203347503201718, 1.1729956625895774, 0.1278692446112821, class8
0.967371009218383, 0.21722171118748873, 1.5524390181960137, 0.27171660569489176, class9
0.9321403932507051, 0.6900190792181881, 0.7396926771589096, 0.03544856888100811, class10
-0.31279349813043167, -0.023010661239598842, 1.0591893157536139, -0.009981585094827272, class0
-0.18495027783555207, 0.3692289049197121, 0.963954694772972, 0.4494617252140822, class1
0.5643196586950348, 1.120967924432439, 1.0550430408738873, 0.7781763998865413, class2
1.2075061461278445, 0.5987572238969991, 0.7975769296186271, 0.4423950890887499, class3
1.3276061277507312, 0.2884309444356081, 0.6197748938194191, 0.12304122379576626, class4
1.4219707862465203, -0.21359335095253276, 0.7167672854137671, 0.05132740023896169, class5
1.2459486062868836, -0.16778906619358055, 0.2323113930247643, -0.27010537834179316, class6
1.2964451852021899, -0.7727547391103725, 0.1778767443574209, -0.5796942162099705, class7
0.7689435230227483, 0.3896495584637847, 1.091859659077992, 0.13587641829756708, class8
0.9349219232690887, 0.08505719855167279, 1.6679184439032877, 0.38918988848009056, class9
0.9800803855448693, 0.8397609065239021, 0.7201970044653623, 0.18269213671483775, class10
-0.3206544772373839, -0.03541346812694947, 1.1020454244774491, 0.015893627864413118, class0
